Level	Rule Name	Subject	Property	Value
ERROR	missing_ontology_license	https://cdm.ovh/rsm/network/netw	dc:license	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#NetEntity	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#NetworkLayout	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#NetworkManagement	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#NetworkTopology	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#RailwayNetwork	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#TopologyGraph	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#containsEntity	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#hasLayout	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#hasSubNetwork	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#isContainedIn	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#isContainedInTransitive	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#isLayoutFor	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#isManagedBy	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#isManagementFor	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#isSubNetworkOf	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#satisfiesTopology	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#serializedAs	IAO:0000115	
WARN	missing_definition	https://cdm.ovh/rsm/network/netw#status	IAO:0000115	
